model,false_positive_rate,true_positive_rate,threshold
MLP,0.02456388113952331,0.29042674433329113,0.7686960697174072
MLP,0.024957458876914352,0.2926427757376219,0.7634750008583069
MLP,0.025432067324944727,0.29451690515385587,0.7594937682151794
MLP,0.02591825158878072,0.2962137520577435,0.7557534575462341
MLP,0.026462314931644807,0.2986450550842092,0.7501835823059082
MLP,0.026948499195480802,0.29992402178042293,0.7473504543304443
MLP,0.027446259275122415,0.30134228187919465,0.7440786361694336
MLP,0.027955595170569645,0.30284918323413956,0.7409789562225342
MLP,0.028615416671489924,0.30441939977206534,0.7363685369491577
MLP,0.02920578327757649,0.30566037735849055,0.7331336736679077
MLP,0.02969196754141248,0.3066734202861846,0.7305449843406677
MLP,0.030201303436859714,0.30812966949474485,0.7273781895637512
MLP,0.030699063516501326,0.3097758642522477,0.7236503958702087
MLP,0.031127368701309225,0.31153602633911615,0.7199148535728455
MLP,0.03161355296514522,0.3131062428770419,0.7166848182678223
MLP,0.032157616308009306,0.31451183993921744,0.7129143476486206
MLP,0.032620648940234066,0.3155502089401038,0.7104099988937378
MLP,0.03311840901987568,0.31696846903887554,0.7069972157478333
MLP,0.03360459328371167,0.3183614030644549,0.7035364508628845
MLP,0.03416023244238138,0.3197290110168418,0.7003499269485474
MLP,0.03463484089041175,0.32117259718880586,0.6974802613258362
MLP,0.03514417678585898,0.32335063948334813,0.6927999258041382
MLP,0.03568824012872307,0.32468025832594655,0.689105749130249
MLP,0.036209151839975924,0.3259845510953527,0.6855998635292053
MLP,0.03669533610381192,0.3276434088894517,0.6816639304161072
MLP,0.037250975262481625,0.32890971254906926,0.6786175966262817
MLP,0.037760311157928855,0.3306698746359377,0.6746944785118103
MLP,0.038269647053376085,0.3320881347347094,0.670921266078949
MLP,0.03882528621204579,0.3335443839432696,0.6670026183128357
MLP,0.03933462210749303,0.3348613397492719,0.6636825799942017
MLP,0.03986710963455149,0.3362036216284665,0.6604472994804382
MLP,0.04038802134580435,0.33784981638596934,0.6569105982780457
MLP,0.04083947816222348,0.33925541344814486,0.6536234021186829
MLP,0.041406693136698806,0.34057236925414713,0.6505167484283447
MLP,0.04193918066375728,0.3419146511333418,0.6475379467010498
MLP,0.04252954726984384,0.3431429656831708,0.6446155905723572
MLP,0.04308518642851355,0.3443459541598075,0.6413339972496033
MLP,0.043571370692349544,0.34562492085602126,0.6388731598854065
MLP,0.044045979140379915,0.3472204634671394,0.6352797746658325
MLP,0.04465949737807772,0.3485374192731417,0.6320998668670654
MLP,0.04519198490513619,0.34976573382297077,0.6292876601219177
MLP,0.04571289661638904,0.3511460048119539,0.6263428330421448
MLP,0.04634956648569808,0.3521083955932633,0.6233092546463013
MLP,0.04684732656533969,0.3531341015575535,0.6206057667732239
MLP,0.04736823827659254,0.3544890464733443,0.6175697445869446
MLP,0.047854422540428536,0.3556540458401925,0.6146925091743469
MLP,0.048421637514903866,0.3575281752564265,0.6106221079826355
MLP,0.048873094331323,0.35907306572115993,0.607387125492096
MLP,0.04952134001643766,0.36045333671014307,0.6038477420806885
MLP,0.0501001308067186,0.36158034696720276,0.6009804606437683
MLP,0.05060946670216584,0.3628086615170318,0.5980579853057861
MLP,0.051199833308252396,0.3643662150183614,0.5945853590965271
MLP,0.05169759338789401,0.3654045840192478,0.5919143557548523
MLP,0.05225323254656372,0.3663923008737495,0.5894531607627869
MLP,0.05277414425781657,0.3675826263137901,0.5866715908050537
MLP,0.053329783416486275,0.3684943649487147,0.5841971039772034
MLP,0.05388542257515598,0.36983664682790934,0.5812745690345764
MLP,0.054533668260270646,0.3710016461947575,0.5783633589744568
MLP,0.055112459050551586,0.3723186020007598,0.5749124884605408
MLP,0.055679674025026916,0.3733569710016462,0.5722463130950928
MLP,0.05625846481530786,0.374496644295302,0.5697070956230164
MLP,0.05687198305300566,0.375864252247689,0.5662365555763245
MLP,0.057473925474897845,0.3771305559073066,0.5637100338935852
MLP,0.05814532279162374,0.37825756616436623,0.5611767172813416
MLP,0.058700961950293444,0.3794605546410029,0.5586552023887634
MLP,0.05921029784574068,0.38073952133721667,0.5559768080711365
MLP,0.05973120955699353,0.38189185766746864,0.5538118481636047
