model,split,threshold,accuracy,balanced_accuracy,precision,recall,specificity,f1,predicted_positive_rate,tn,fp,fn,tp,selected
xgboost,validation,0.62,0.7523662124980476,0.7537860688262118,0.8214813632483674,0.7463525050125471,0.7612196326398765,0.7821168883940812,0.541041133499141,410034,128620,201145,591865,False
xgboost,validation,0.63,0.7501824784630358,0.7532771517752521,0.8247852694943691,0.7370751945120491,0.7694791090384551,0.7784674456561911,0.5321755337682779,414483,124171,208502,584508,False
xgboost,validation,0.64,0.7478560657943746,0.7526469493475366,0.828149557983215,0.7275645956545315,0.7777293030405418,0.7746054079235928,0.5231747648055365,418927,119727,216044,576966,False
xgboost,validation,0.65,0.7454553100481803,0.7519468832571873,0.8315830677506142,0.7179606814542061,0.7859330850601685,0.7706061172063008,0.5141371997741172,423346,115308,223660,569350,False
xgboost,validation,0.66,0.7428720758389503,0.7511186128304914,0.8351636090995103,0.7079444143201221,0.7942928113408607,0.7663098151679404,0.504790998329909,427849,110805,231603,561407,False
xgboost,validation,0.67,0.7399171262420551,0.7499573992723156,0.8386863428119944,0.6973922144739663,0.802522584070665,0.7615409030852625,0.4951782131228298,432282,106372,239971,553039,False
xgboost,validation,0.68,0.7368525393793028,0.7486937108193121,0.84227588958972,0.6867000416135988,0.8106873800250254,0.7565729147563395,0.4855083564622908,436680,101974,248450,544560,False
xgboost,validation,0.69,0.7334244974708335,0.7470992511454131,0.8457996826374251,0.675505983531103,0.8186925187597233,0.7511215651082654,0.47560420646649604,440992,97662,257327,535683,False
xgboost,validation,0.7,0.7297501471842747,0.7453197188276226,0.8494760215723548,0.6638062571720407,0.8268331804832044,0.7452509110266073,0.4653441108267551,445377,93277,266605,526405,False
xgboost,validation,0.71,0.725840001682106,0.7434416486733442,0.8536320919216511,0.6512893910543373,0.835593906292351,0.7388578495572753,0.45434659193310023,450096,88558,276531,516479,False
xgboost,validation,0.72,0.7213719076283507,0.7410689099871044,0.8577086423939304,0.6379465580509703,0.8441912619232383,0.7316823771455018,0.4429232899590287,454727,83927,287112,505898,False
xgboost,validation,0.73,0.7164667663915222,0.7383196876419261,0.8618207787909666,0.6239101650672754,0.8527292102165769,0.7238171171929003,0.43111100097321847,459326,79328,298243,494767,False
xgboost,validation,0.74,0.7109090581407923,0.7350335689436072,0.8660045710431236,0.608731289643258,0.8613358482439563,0.71492677898628,0.4185905754004013,463962,74692,310280,482730,False
xgboost,validation,0.75,0.7046875187735044,0.7311972257585617,0.8702671460883966,0.5924074097426262,0.8699870417744971,0.7049452029408168,0.4053702735825253,468622,70032,323225,469785,False
xgboost,validation,0.76,0.6979711098295065,0.7269337656019217,0.8746029281235203,0.5753016985914428,0.8785658326124005,0.69406020350803,0.39171367552175324,473243,65411,336790,456220,False
xgboost,validation,0.77,0.6904992550673443,0.7220559612664215,0.8791112969211933,0.5568429149695464,0.8872690075632966,0.6818140761127602,0.37720100565908515,477931,60723,351428,441582,False
xgboost,validation,0.78,0.6822103773924955,0.7164882925619793,0.8836978151839424,0.5370285368406451,0.8959480482833136,0.6680680540925088,0.3618908373283351,482606,56048,367141,425869,False
xgboost,validation,0.79,0.6732696836439221,0.7103941831224831,0.888597914101637,0.5160313236907479,0.9047570425542185,0.6529044754377834,0.3458237212990664,487351,51303,383792,409218,False
xgboost,validation,0.8,0.6638731692078482,0.7039435549663637,0.8939868869512846,0.49415770292934513,0.9137294070033825,0.6364906216906295,0.32916861911112716,492184,46470,401138,391872,False
xgboost,validation,0.81,0.6538849139122181,0.6970312178686888,0.8999877149581225,0.4711415997276201,0.9229208360097576,0.6184998704629975,0.31174455418183566,497135,41519,419390,373620,False
xgboost,validation,0.82,0.6430158057888476,0.6892420398327387,0.9054622975094783,0.4472276516059066,0.9312564280595708,0.5987296308332525,0.29413200326809164,501625,37029,438354,354656,False
xgboost,validation,0.83,0.6315189116774201,0.6809454064297666,0.9115810740531989,0.422176265116455,0.9397145477430782,0.5770883231791138,0.27579254226291317,506181,32473,458220,334790,False
xgboost,validation,0.84,0.6190780857633758,0.6717725608300964,0.9175848906607121,0.39589412491645753,0.9476509967437353,0.5531363090183199,0.25693117783464897,510456,28198,479062,313948,False
xgboost,validation,0.85,0.6063879477105336,0.6623275650666091,0.9238960768670436,0.3694594015207879,0.9551957286124303,0.5278395573847724,0.23813739802232395,514520,24134,500025,292985,False
xgboost,validation,0.86,0.5933681469199438,0.6524878745118985,0.9300176101489169,0.342970454344838,0.962005294678959,0.5011336259909439,0.21960870009251582,518188,20466,521031,271979,False
xgboost,validation,0.87,0.5800472191183361,0.6422890600032105,0.9360088628937199,0.3164260223704619,0.9681520976359592,0.4729628100809165,0.20131504643814055,521499,17155,542081,250929,False
xgboost,validation,0.88,0.5667045140515926,0.6319618004182205,0.941849333562434,0.29031159758388925,0.9736120032525517,0.44382154603043633,0.1835553112496846,524440,14214,562790,230220,False
xgboost,validation,0.89,0.5536096192432926,0.6217258984414685,0.947430801539446,0.26510762789876546,0.9783441689841716,0.4142897681366193,0.16663212341852,526989,11665,582777,210233,False
xgboost,validation,0.9,0.5407753006764469,0.6115926681883486,0.9525859274074887,0.24083302858728137,0.9823523077894158,0.3844654096279916,0.15055524516694901,529148,9506,602027,190983,False
xgboost,validation,0.91,0.5278786540749018,0.6013216570068055,0.957487567591649,0.21681567697759171,0.9858276370360194,0.3535684945521247,0.134847078542335,531020,7634,621073,171937,False
xgboost,validation,0.92,0.5152042857657787,0.5911574847164635,0.9621908016427877,0.19350953960227488,0.988805429830652,0.3222169145244857,0.11976369414506963,532624,6030,639555,153455,False
xgboost,validation,0.93,0.5025772266878131,0.5809568154702214,0.9665509308871647,0.17060566701554836,0.9913079639248943,0.2900199789063907,0.10511210034963775,533972,4682,657718,135292,False
xgboost,validation,0.94,0.4894530452126062,0.570293791900634,0.9709832393861935,0.1470574141561897,0.9935301696450783,0.25542950324877645,0.09019016809044925,535169,3485,676392,116618,False
xgboost,validation,0.95,0.4761899398046354,0.5594527916538451,0.9751739515623289,0.12353564267789814,0.995369940629792,0.21929132404146087,0.07543869925146283,536160,2494,695045,97965,False
lightgbm,validation,0.01,0.5958560117266818,0.5004368680962762,0.5957136096274762,0.9999974779637079,0.0008762582288444901,0.7466415591752189,0.9996440543560537,472,538182,2,793008,False
lightgbm,validation,0.02,0.5989859303848418,0.5043224438664061,0.5975929038141246,0.999926860947529,0.008718026785283318,0.7480961545718706,0.9964300303980583,4696,533958,58,792952,False
lightgbm,validation,0.03,0.6041313724783429,0.5107452653637189,0.6007268660041617,0.9996620471368582,0.02182848359057948,0.7504723929400449,0.9909691934301745,11758,526896,268,792742,False
lightgbm,validation,0.04,0.6106765670619616,0.5189474511122085,0.6047808989964676,0.9991891653320891,0.03870573689232791,0.7534935160152569,0.9838607937137296,20849,517805,643,792367,False
lightgbm,validation,0.05,0.6179389095147124,0.528092972265733,0.6093734728164208,0.9984754290614242,0.057710515470041995,0.7568428090704409,0.9757483869804996,31086,507568,1209,791801,False
lightgbm,validation,0.06,0.6252891119681842,0.537400093500773,0.6141303461784203,0.9975372315607621,0.07726295544078388,0.7602285903196526,0.9672807855435005,41618,497036,1953,791057,False
lightgbm,validation,0.07,0.6323622174963054,0.5463769012588814,0.6188000350793671,0.996547332316112,0.09620647020165078,0.763505777942664,0.9590287039373295,51822,486832,2738,790272,False
lightgbm,validation,0.08,0.6390290643886145,0.5549116729431599,0.6233237933681447,0.9953027074059596,0.1145206384803603,0.7665707423339041,0.9508795011354215,61687,476967,3725,789285,False
lightgbm,validation,0.09,0.6455096781170024,0.5632227912671128,0.6278062191582696,0.994030340096594,0.1324152424376316,0.7695700605384909,0.9428834901296423,71326,467328,4734,788276,False
lightgbm,validation,0.1,0.6517484891083637,0.5712886079277346,0.6322400350866483,0.9925309895209392,0.15004622633453013,0.7724384767273427,0.9348589433971332,80823,457831,5923,787087,False
lightgbm,validation,0.11,0.6577462483028752,0.5790627120030631,0.6365897104197532,0.9910051575642174,0.16712026644190892,0.7752097265577027,0.9270439089740355,90020,448634,7133,785877,False
lightgbm,validation,0.12,0.6634263598024727,0.5865052054748958,0.6408390701215652,0.989220816887555,0.1837895940622366,0.7778012985796134,0.9192386367732401,98999,439655,8548,784462,False
lightgbm,validation,0.13,0.6690148566004638,0.5938314764037644,0.6450939766778019,0.9874490863923532,0.2002138664151756,0.7803744627841794,0.9115399980775931,107846,430808,9953,783057,False
lightgbm,validation,0.14,0.6742534152759254,0.6007498992939284,0.6491905976594654,0.9855726913910291,0.21592710719682764,0.7827732967169991,0.9040666414350768,116310,422344,11441,781569,False
lightgbm,validation,0.15,0.6792336505304641,0.6073499009364962,0.6531680927472936,0.9836925133352669,0.2310072885377255,0.7850595956642877,0.8968471025724206,124433,414221,12932,780078,False
lightgbm,validation,0.16,0.6840651996299367,0.6137804021961789,0.6571130507002525,0.9817518064084942,0.2458089979838635,0.7872789775694876,0.889704159607829,132406,406248,14471,778539,False
lightgbm,validation,0.17,0.6888291641134701,0.6201839306969066,0.6611233334893637,0.9795715060339718,0.26079635535984136,0.789443062609407,0.8823434439918778,140479,398175,16200,776810,False
lightgbm,validation,0.18,0.6934624650061878,0.626428327343283,0.6651040339265503,0.977381117514281,0.275475537172285,0.7915567740410172,0.8751013769239088,148386,390268,17937,775073,False
lightgbm,validation,0.19,0.6977082807675209,0.6322268004246278,0.6688849653673774,0.9750507559803786,0.28940284486887685,0.7934577765737422,0.8680800862680076,155888,382766,19785,773225,False
lightgbm,validation,0.2,0.7018219310576842,0.6378744080119125,0.6726369608269754,0.9726674316843419,0.30308138433948323,0.7952960778824824,0.8611278821083997,163256,375398,21675,771335,False
lightgbm,validation,0.21,0.705791400833844,0.6433527255038364,0.6763451701686083,0.9702462768439238,0.3164591741637489,0.79706643005837,0.8542748020521693,170462,368192,23595,769415,False
lightgbm,validation,0.22,0.7094732605221737,0.6484889250860445,0.6798969501423668,0.9677683761869333,0.3292094739851556,0.7986849718802945,0.8476417474678297,177330,361324,25560,767450,False
lightgbm,validation,0.23,0.7132369726898077,0.6537533962724472,0.6836011253516724,0.9651757228786523,0.34233106966624216,0.8003450691706837,0.8407901692919535,184398,354256,27616,765394,False
lightgbm,validation,0.24,0.7166875428035901,0.6586971854436204,0.6871833062133441,0.9623018625238017,0.35509250836343925,0.8017989952230278,0.8339168138509414,191272,347382,29895,763115,False
lightgbm,validation,0.25,0.7202852971920845,0.6638089162489568,0.6909316934878982,0.9594872700218157,0.3681305624760978,0.8033598486368234,0.8269668625118649,198295,340359,32127,760883,False
lightgbm,validation,0.26,0.7235826755097382,0.6685809106356875,0.6945269759882803,0.9565390095963481,0.380622811675027,0.8047433010553341,0.8201580879260835,205024,333630,34465,758545,False
lightgbm,validation,0.27,0.7268650350238499,0.6733718542820324,0.6982156775106291,0.9534318608844782,0.39331184767958655,0.8061054882866017,0.8131750952192145,211859,326795,36929,756081,False
lightgbm,validation,0.28,0.7299266181258937,0.6779053774614734,0.7017956409537637,0.9502591392290135,0.4055516156939334,0.8073433516697495,0.8063347811459948,218452,320202,39445,753565,False
lightgbm,validation,0.29,0.7329206166119983,0.6823642909897718,0.7053888087402131,0.9470485870291674,0.41767999495037633,0.8085479986520953,0.7995169952780882,224985,313669,41991,751019,False
lightgbm,validation,0.3,0.73573138569489,0.6866526873919863,0.7089543400756245,0.9436009634178636,0.4297044113661089,0.8096188937222712,0.7926000853068041,231462,307192,44725,748285,False
lightgbm,validation,0.31,0.7382350202453472,0.6906114525144752,0.7123723764477861,0.9399414887580232,0.44128141627092715,0.8104856663961,0.7857379939684485,237698,300956,47627,745383,False
lightgbm,validation,0.32,0.7407611830011174,0.6946028285156589,0.7158780067088404,0.9362618378078461,0.4529438192234718,0.8113710960145868,0.7788293443391126,243980,294674,50545,742465,False
lightgbm,validation,0.33,0.7431394105419986,0.6984530235866148,0.7193682772684111,0.9324056443172217,0.46450040285600774,0.8121487248375223,0.7718583666750772,250205,288449,53603,739407,False
lightgbm,validation,0.34,0.7454207668000337,0.7022427241274825,0.722917714160015,0.9282985082155332,0.4761869400394316,0.8128353228650582,0.7646853861034014,256500,282154,56860,736150,False
lightgbm,validation,0.35,0.7475264030566269,0.705833378155584,0.7263932502299616,0.9241144500069356,0.4875523063042324,0.8134109266241701,0.7575965108315611,262622,276032,60178,732832,False
lightgbm,validation,0.36,0.7496455562364079,0.7094907592341684,0.730024923178556,0.9197185407498014,0.49926297771853545,0.8139658943797152,0.7502418027370268,268930,269724,63664,729346,False
lightgbm,validation,0.37,0.751542431123767,0.7129436457925669,0.7336204630472146,0.9150250312101991,0.5108622603749345,0.8143425490009034,0.7427549291713225,275178,263476,67386,725624,False
lightgbm,validation,0.38,0.7532072654964015,0.7161597250361598,0.7371379722051715,0.9101196706220602,0.5221997794502593,0.8145462507187747,0.7352477802208365,281285,257369,71276,721734,False
lightgbm,validation,0.39,0.7547113986711362,0.7192161637003028,0.7406295598405874,0.9050491166567887,0.533383210743817,0.8146257692665664,0.7277045861418496,287309,251345,75297,717713,False
lightgbm,validation,0.4,0.7562230412476421,0.722297366750899,0.7442285371034906,0.8999129897479224,0.5446817437538753,0.8146998502776115,0.7200757848826731,293395,245259,79370,713640,False
lightgbm,validation,0.41,0.7576550841653751,0.7253036971141976,0.7478623108967332,0.8946772424055183,0.555930151822877,0.8147084052459151,0.7124079347342873,299454,239200,83522,709488,False
lightgbm,validation,0.42,0.7589271768253854,0.7281340467642775,0.7514437256005047,0.8893494407384522,0.5669186527901028,0.814601219482615,0.7047903975777674,305373,233281,87747,705263,False
lightgbm,validation,0.43,0.7600573417919235,0.7308526734639598,0.7550672781985022,0.8837517811881312,0.5779535657397884,0.814357202160622,0.6969933857189201,311317,227337,92186,700824,False
lightgbm,validation,0.44,0.7611619747924402,0.7335379536321125,0.7587413273132976,0.8781616877466867,0.5889142195175382,0.8140953476491583,0.6892309171082195,317221,221433,96619,696391,False
lightgbm,validation,0.45,0.7620210503550445,0.7360435553546651,0.7624649662286572,0.8720470107564848,0.6000400999528455,0.8135826521536572,0.6810892237080826,323214,215440,101468,691542,False
lightgbm,validation,0.46,0.7628470845498564,0.738515162335905,0.7662547509423772,0.8659033303489237,0.6111269943228863,0.8130371050967706,0.6729460284275913,329186,209468,106340,686670,False
lightgbm,validation,0.47,0.7635161722476541,0.7408133106402182,0.7699976845707702,0.8596726396892851,0.6219539815911512,0.8123679153943547,0.6648561498996743,335018,203636,111281,681729,False
lightgbm,validation,0.48,0.763634069855459,0.7425947760506431,0.7735295463384503,0.8527446059948802,0.632444946106406,0.8112078117596252,0.6564869216258756,340669,197985,116775,676235,False
lightgbm,validation,0.49,0.7640012796020618,0.7446007547326974,0.7772710687416382,0.8461709183995157,0.643030591065879,0.810258918140571,0.6482904095928101,346371,192283,121988,671022,False
lightgbm,validation,0.5,0.7640718679787093,0.7463177864336993,0.7809185662172358,0.839268105068032,0.6533674677993666,0.8090426330463091,0.6399985281572529,351939,186715,127462,665548,False
lightgbm,validation,0.51,0.7641567242187218,0.747989335805887,0.7845361241216408,0.832632627583511,0.663346044028263,0.8078691525208058,0.6320107774934217,357314,181340,132724,660286,False
lightgbm,validation,0.52,0.7639284384048829,0.7493354394736265,0.7879943489227333,0.8257361193427574,0.6729347596044957,0.806423883714429,0.624025279650122,362479,176175,138193,654817,False
lightgbm,validation,0.53,0.7634973987432265,0.7505017783132115,0.7914508530126123,0.8185394887832436,0.6824640678431795,0.8047672831370934,0.6158850881303392,367612,171042,143900,649110,False
lightgbm,validation,0.54,0.7629371973711087,0.7515337670321091,0.7948929587280091,0.8112356716813155,0.6918318623829026,0.8029811698507917,0.6077463984909106,372658,165996,149692,643318,False
lightgbm,validation,0.55,0.7621584724074542,0.7523474431333437,0.7982675762976582,0.8037124374219745,0.700982448844713,0.8009807537753805,0.5995649052613873,377587,161067,155658,637352,False
lightgbm,validation,0.56,0.76134595513583,0.7531506101608627,0.8017702217158882,0.7960567962572982,0.7102444240644272,0.7989032941040984,0.5912595069026421,382576,156078,161729,631281,False
lightgbm,validation,0.57,0.7602510843576157,0.75367889399375,0.8051784580063568,0.7880871615742551,0.7192706264132449,0.796541138819019,0.5828624938422905,387438,151216,168049,624961,False
lightgbm,validation,0.58,0.7589669766547718,0.7540030344926563,0.8085006542081729,0.7799914250766069,0.7280146439087057,0.7939902070335039,0.5745045296711483,392148,146506,174469,618541,False
lightgbm,validation,0.59,0.7576145333958115,0.7542543166759563,0.8118552120223362,0.7718465088712626,0.7366621244806499,0.7913454949771808,0.5661563277223083,396806,141848,180928,612082,False
lightgbm,validation,0.6,0.7561389359478067,0.7544108295579891,0.8152940178375445,0.7634582161637306,0.7453634429522477,0.7885251442269183,0.5576414170541518,401493,137161,187580,605430,True
lightgbm,validation,0.61,0.7544080188395872,0.7543017596960913,0.818605249050948,0.7548580724076619,0.7537454469845207,0.7854403365291884,0.5491295101467036,406008,132646,194400,598610,False
lightgbm,validation,0.62,0.7525073892513426,0.7540612108150082,0.8219979683750196,0.7459262808791819,0.7621961407508345,0.7821167224524685,0.540392321186125,410560,128094,201483,591527,False
lightgbm,validation,0.63,0.7503762210287279,0.7535940475545508,0.8253244450848353,0.7367473297940758,0.7704407653150259,0.7785245094479286,0.5315913023104928,415001,123653,208762,584248,False
lightgbm,validation,0.64,0.7481789700705282,0.7530946224806089,0.8288149645729427,0.7273590496967252,0.7788301952644926,0.7747797604615879,0.5226070540316476,419520,119134,216207,576803,False
lightgbm,validation,0.65,0.7457233956914057,0.7523378109271864,0.8322110948806918,0.7177084778249959,0.786967144029377,0.7707302606589023,0.5135687380600512,423903,114751,223860,569150,False
lightgbm,validation,0.66,0.7430335279770273,0.7513949988437223,0.8356885749559556,0.7076190716384408,0.7951709260490036,0.7663399775075436,0.5042420610604477,428322,110332,231861,561149,False
lightgbm,validation,0.67,0.7399794542767545,0.750141923901198,0.8391633237474302,0.6969369869232418,0.8033468608791543,0.7614658422062033,0.49457370628026287,432726,105928,240332,552678,False
lightgbm,validation,0.68,0.7368405243364693,0.7488050967492227,0.8427045293339652,0.6861653699196731,0.8114448235787722,0.7564210210243607,0.48488357423494216,437088,101566,248874,544136,False
lightgbm,validation,0.69,0.7334290031118961,0.7472316538087586,0.8462735202462659,0.6749687898008853,0.8194945178166319,0.7509759753966512,0.4749598997945428,441424,97230,257753,535257,False
lightgbm,validation,0.7,0.729693075730815,0.7453721353422433,0.8498381082251362,0.6632854566777215,0.827458814006765,0.7450617659932207,0.4647809056939288,445714,92940,267018,525992,False
lightgbm,validation,0.71,0.7255869348424228,0.7432395876859006,0.8535914526239188,0.6508202923040063,0.8356588830677949,0.7385406828654016,0.45404095928101984,450131,88523,276903,516107,False
lightgbm,validation,0.72,0.7211496293359286,0.7408667973115277,0.8575741181378925,0.6376388696233338,0.8440947249997215,0.7314310346199272,0.4427791094450252,454675,83979,287356,505654,False
lightgbm,validation,0.73,0.7162857898088407,0.7381430233175045,0.8616581303787324,0.6237109242001992,0.8525751224348097,0.7236256702486412,0.43105468045993584,459243,79411,298401,494609,False
lightgbm,validation,0.74,0.7109781446370856,0.7350239909375339,0.8657288590026668,0.6091335544318482,0.8609144274432196,0.7151100906158353,0.41900058873709883,463735,74919,309961,483049,False
lightgbm,validation,0.75,0.7052199353590696,0.7315763741199691,0.8701250688562651,0.5935889837454761,0.8695637644944622,0.7057343672225921,0.40624511888884884,468394,70260,322288,470722,False
lightgbm,validation,0.76,0.6987175443655457,0.7274756384062995,0.8744330507745678,0.5769145408002421,0.8780367360123568,0.6951789424899617,0.39288814595874033,472958,65696,335511,457499,False
lightgbm,validation,0.77,0.6914071417414603,0.7227146364952008,0.8788778485154995,0.558806320222948,0.8866229527674537,0.6832133331277656,0.378631546696464,477583,61071,349871,443139,False
lightgbm,validation,0.78,0.6835493037282678,0.717540737170326,0.8837441292737028,0.5395808375682526,0.8955006367723993,0.6700527406999104,0.3635917168294705,482365,56289,365117,427893,False
lightgbm,validation,0.79,0.6748271335712311,0.7116643448873403,0.8888855280470652,0.5188055636120604,0.9045231261626202,0.6551988005003755,0.34757040815100504,487225,51429,381592,411418,False
lightgbm,validation,0.8,0.6651940729793702,0.7049942652328857,0.8940596104818919,0.4966229934048751,0.9133655370608962,0.6385505345345734,0.33078389143207293,491988,46666,399183,393827,False
lightgbm,validation,0.81,0.6547244650302179,0.6976018505224769,0.8993908797365033,0.47312013719877427,0.9220835638461795,0.6200605039461431,0.31326145333958116,496684,41970,417821,375189,False
lightgbm,validation,0.82,0.6436616143411551,0.6896717354777469,0.9048896392330557,0.4487887920707179,0.9305546788847757,0.6000011801289881,0.29534552259428803,501247,37407,437116,355894,False
lightgbm,validation,0.83,0.6319206646721696,0.6811675070508558,0.9108450994649621,0.42333892384711413,0.9389960902545976,0.5780254859321167,0.27677552295473934,505794,32860,457298,335712,False
lightgbm,validation,0.84,0.6195504271347727,0.6720533338428978,0.9167901313625554,0.3971778413891376,0.946928826296658,0.5542429236214799,0.2579877506638311,510067,28587,478044,314966,False
lightgbm,validation,0.85,0.6069751829290272,0.6626467485052293,0.9225308632302104,0.3711819523082937,0.954111544702165,0.5293706652135325,0.23960173136767232,513936,24718,498659,294351,False
lightgbm,validation,0.86,0.5939764084633962,0.6528437669614386,0.9286905995684602,0.344647608479086,0.9610399254437914,0.5027273856001766,0.22099793942015403,517668,20986,519701,273309,False
lightgbm,validation,0.87,0.5808139290391571,0.6427940673182726,0.9347459792546947,0.3183011563536399,0.9672869782829052,0.47489151467432766,0.20278163260402024,521033,17621,540594,252416,False
lightgbm,validation,0.88,0.5677348039745762,0.6326818640758147,0.9404287219385687,0.2926558303173983,0.9727078978342313,0.44639590686580943,0.18531701690516528,523953,14701,560931,232079,False
lightgbm,validation,0.89,0.5549898472888056,0.6227451384774638,0.9459928607671559,0.2680167967617054,0.9774734801932223,0.4176935080044493,0.16871673335015439,526520,12134,580470,212540,False
lightgbm,validation,0.9,0.5423950786384554,0.6128151247326723,0.9510340423441568,0.24413563511178926,0.9814946143535553,0.3885327821148327,0.15286889185259944,528686,9968,599408,193602,False
lightgbm,validation,0.91,0.5303545038388062,0.6032858191487438,0.9563325673335584,0.22145874579135194,0.9851128925061357,0.3596362251292175,0.13790115224260774,530635,8019,617391,175619,False
lightgbm,validation,0.92,0.518062364079828,0.5934503169715521,0.9610448207110586,0.1987616801805778,0.9881389537625266,0.3293978489455277,0.12316094750627786,532265,6389,635390,157620,False
lightgbm,validation,0.93,0.5048893714931094,0.5828263998372091,0.9657017452189361,0.17479224726043807,0.9908605524139801,0.29600713259907424,0.10778619832029701,533731,4923,654398,138612,False
lightgbm,validation,0.94,0.49125830539835874,0.5717464168300386,0.9699262187731329,0.15035623762625944,0.9931365960338177,0.26035301400417715,0.09231382691129295,534957,3697,673776,119234,False
lightgbm,validation,0.95,0.4770602794698963,0.5601600309539639,0.9747189907247288,0.12509678314270942,0.9952232787652185,0.22173569993272135,0.07642768746470581,536081,2573,693807,99203,False
ensemble,validation,0.01,0.5961864254046065,0.5008458890030764,0.5959108650335977,0.9999949559274158,0.001696822078737,0.7467957712656256,0.9993106369174206,914,537740,4,793006,False
ensemble,validation,0.02,0.5998457568876233,0.5053915306068395,0.5981121244784922,0.9999003795664619,0.010882681647216952,0.7484954451551942,0.9955386644078387,5862,532792,79,792931,False
ensemble,validation,0.03,0.6054627894123442,0.5123999661790352,0.601539681515854,0.9996242165924768,0.025175715765593496,0.7510956668395856,0.9895927200855471,13561,525093,298,792712,False
ensemble,validation,0.04,0.6128925915245887,0.521716161644038,0.6061622481012193,0.9990643245356301,0.04436799875244591,0.754529095495166,0.9814960830960362,23899,514755,742,792268,False
ensemble,validation,0.05,0.6210447980872051,0.5320009472179191,0.6113590743073486,0.9981841338696864,0.06581776056615192,0.7582883453772211,0.9722955640461858,35453,503201,1440,791570,False
ensemble,validation,0.06,0.6291774802052169,0.5423017921887047,0.616667251564602,0.9971337057540258,0.08746987862338347,0.7620514772669778,0.9629118155931226,47116,491538,2273,790737,False
ensemble,validation,0.07,0.6371374460824952,0.5524186173672154,0.6219862640975704,0.9959584368419061,0.1088787978925247,0.7657523362424563,0.9535520972257266,58648,480006,3205,789805,False
ensemble,validation,0.08,0.644619814007137,0.5619953985962086,0.6271276870659049,0.9945700558631039,0.12942074132931344,0.7692215414099397,0.944416159031107,69713,468941,4306,788704,False
ensemble,validation,0.09,0.6518483641519182,0.5713013080267414,0.632228555095867,0.9930000882712702,0.1496025277822127,0.7725719252857071,0.9353177678453424,80584,458070,5551,787459,False
ensemble,validation,0.1,0.6587915570294008,0.5802979550546998,0.637265798730605,0.9912460120301131,0.16934989807928652,0.7757845874016968,0.9262854593951627,91221,447433,6942,786068,False
ensemble,validation,0.11,0.6654005815280731,0.588915178993872,0.6421945956918765,0.9893494407384522,0.18848091724929175,0.7788387563024209,0.9174176068437684,101526,437128,8446,784564,False
ensemble,validation,0.12,0.6715537853392447,0.5970017118293591,0.6469217612598842,0.9873141574507257,0.20668926620799252,0.7816680643744259,0.9088403681409124,111334,427320,10060,782950,False
ensemble,validation,0.13,0.6775845859015487,0.6049467667110404,0.6516587499843612,0.9852372605641795,0.22465627285790135,0.7844584842529073,0.9003359706352353,121012,417642,11707,781303,False
ensemble,validation,0.14,0.6832294032128224,0.6124364407450938,0.6562212749623734,0.9830683093529716,0.2418045721372161,0.7870608652810351,0.8921079191147316,130249,408405,13427,779583,False
ensemble,validation,0.15,0.6886384253084862,0.6196349452598747,0.6606927632813887,0.9808980971236176,0.25837179339613187,0.78956613358114,0.8841141609294837,139173,399481,15148,777862,False
ensemble,validation,0.16,0.6936456944094006,0.6264106787452249,0.6650110521908537,0.978415152394043,0.27440620509640695,0.7918297616988316,0.8761496894111428,147810,390844,17117,775893,False
ensemble,validation,0.17,0.6984299342777157,0.6329017931374776,0.6692278692040039,0.9759700382088499,0.2898335480661055,0.7940033793314997,0.8684533035360271,156120,382534,19056,773954,False
ensemble,validation,0.18,0.7031060387605281,0.6392628137871598,0.673439123346177,0.9735097918059041,0.30501583576841534,0.7961383315913578,0.8608470304821637,164298,374356,21007,772003,False
ensemble,validation,0.19,0.7073721299066431,0.6451610797136524,0.6774461495142897,0.9708629147173428,0.31945924470996223,0.7980388600096399,0.8534284924725757,172078,366576,23106,769904,False
ensemble,validation,0.2,0.7115526138725684,0.6509770470356543,0.6814799428701788,0.9681164171952434,0.33383767687606514,0.7998949763149711,0.8459769130951952,179823,358831,25284,767726,False
ensemble,validation,0.21,0.7155866645039589,0.6566539876373028,0.6855125668691062,0.9651921161145509,0.3481158591600545,0.8016592330053515,0.8384600019224069,187514,351140,27603,765407,False
ensemble,validation,0.22,0.719395433082219,0.6620542427276482,0.689433288911978,0.9622602489249821,0.36184823653031445,0.8033139720028318,0.8311593615206239,194911,343743,29928,763082,False
ensemble,validation,0.23,0.7230893078133823,0.6673237909135609,0.6933401994203321,0.9592804630458632,0.37536711878125845,0.8049127336405335,0.8239165435124777,202193,336461,32291,760719,False
ensemble,validation,0.24,0.7264482632255584,0.672250501823636,0.6971171573779567,0.9559992938298382,0.3885017098174338,0.8062874332695387,0.8166496954186642,209268,329386,34893,758117,False
ensemble,validation,0.25,0.7296555287219599,0.67698137186844,0.7008201587260362,0.9527534331219026,0.40120931061497733,0.8075949150603872,0.8095765898905429,216113,322541,37467,755543,False
ensemble,validation,0.26,0.7327141080632953,0.681570430473943,0.704511871350885,0.9493297688553738,0.4138110920925121,0.8088006441801663,0.8024404053875452,222901,315753,40182,752828,False
ensemble,validation,0.27,0.735605978685314,0.6859784292457222,0.7081544132364993,0.9458001790645767,0.4261566794268677,0.8099044241748203,0.795344771654111,229551,309103,42981,750029,False
