model,recall,precision,threshold
MLP,0.8965077334986936,0.6782973108360721,0.0491534024477005
MLP,0.8958262683809874,0.6786639687009882,0.049400072544813156
MLP,0.89504145310325,0.6789565106610252,0.049652568995952606
MLP,0.8942760159805185,0.6792612054352279,0.049918919801712036
MLP,0.8936010102478144,0.6796354748774887,0.0501946359872818
MLP,0.8928775591275955,0.6799688127189013,0.050461240112781525
MLP,0.8921476486223746,0.6803064707591826,0.050704535096883774
MLP,0.8914177381171539,0.6806399826391886,0.0509687103331089
MLP,0.8907136651519408,0.6809890785539147,0.05121663957834244
MLP,0.8899223904892015,0.6812773827302128,0.05145611986517906
MLP,0.8891278861339612,0.6815555324490129,0.051704537123441696
MLP,0.8883624490112296,0.6818702403617325,0.05197013169527054
MLP,0.8876357681985099,0.682202022508725,0.052202798426151276
MLP,0.8869381546182988,0.6825587377808267,0.052462998777627945
MLP,0.8862373113455868,0.6829223980667335,0.052738040685653687
MLP,0.8854428069903465,0.6832096451836382,0.05298902094364166
MLP,0.8846579917126091,0.6835068422050765,0.05325532704591751
MLP,0.8839474593623942,0.6838605863289848,0.05350857228040695
MLP,0.8832078597796704,0.6841927493807701,0.05379483848810196
MLP,0.8824682601969467,0.684522363044671,0.05408022552728653
MLP,0.8816705261492054,0.6848145658150876,0.05437236651778221
MLP,0.8809341562589826,0.6851690434144785,0.05466083064675331
MLP,0.8801913269837579,0.6854987599543221,0.05492864176630974
MLP,0.879474335248541,0.6858546832025307,0.05521214380860329
MLP,0.8787218168958133,0.6861820850577669,0.05547987297177315
MLP,0.8779983657755945,0.6865486944685064,0.055752962827682495
MLP,0.8772910631178805,0.6869115746723279,0.05600885674357414
MLP,0.8765482338426558,0.6872684546253365,0.056309886276721954
MLP,0.8758538499549458,0.6876381929934885,0.05659830570220947
MLP,0.875127169142226,0.6879975015424928,0.056866638362407684
MLP,0.8744101774070091,0.6883654115074623,0.05714814364910126
MLP,0.8736318215142737,0.6886859464785362,0.057431697845458984
MLP,0.8728211686965284,0.688981858231101,0.057725463062524796
MLP,0.8721106363463135,0.6893524357056424,0.05800313130021095
MLP,0.8713645773785877,0.6896958975827232,0.05827341973781586
MLP,0.8706120590258601,0.6900687342404035,0.05855144187808037
MLP,0.8698563109806315,0.6904099686493055,0.058828745037317276
MLP,0.8691167113979078,0.6907614234045993,0.05912454053759575
MLP,0.8682931398101587,0.6910612155718637,0.05942361429333687
MLP,0.867543851149932,0.6914050233458428,0.05969272553920746
MLP,0.8667784140272005,0.6917315325532244,0.06000373139977455
MLP,0.866003287826966,0.6920636887109721,0.06030445173382759
MLP,0.8652087834717257,0.6923687264325276,0.06061439961194992
MLP,0.864327077418959,0.6926208506519387,0.060919810086488724
MLP,0.8635325730637186,0.6929382616222717,0.061211515218019485
MLP,0.8627477577859812,0.6932643347641713,0.061504583805799484
MLP,0.8619274158907331,0.693564524973427,0.06182778626680374
MLP,0.8612136538480172,0.6939333690724654,0.062125902622938156
MLP,0.8603642447202602,0.6942227156285589,0.062456727027893066
MLP,0.859547132517513,0.6945208482298968,0.06276609003543854
MLP,0.8587397093922687,0.6948276447791695,0.06308630108833313
MLP,0.8579064487270167,0.6951216320890992,0.06339572370052338
MLP,0.8571216334492793,0.6954466363388608,0.0637122392654419
